,year,input_string,sale_date,address,postal_code,ppr_county,price,not_full_market_price,vat_exclusive,description_of_property,property_size_description,date,formatted_address,accuracy,latitude,longitude,postcode,type,geo_county,electoral_district,electoral_district_id,region,small_area
182261,2016,"88 Diswellstown Manor, Castleknock,Dublin,Ireland",12/12/2016,"88 Diswellstown Manor, Castleknock",Dublin 15,Dublin,562250,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,12/12/2016,"88 Castleknock Manor, Ashtown, Dublin, Ireland",RANGE_INTERPOLATED,53.3782915,-6.3537158,,street_address,Fingal,Castleknock-Park,4017,Dublin,267041011
182445,2016,"9 Ashley Hall, St Edmund's, Palmerstown,Dublin,Ireland",19/12/2016,"9 Ashley Hall, St Edmund's, Palmerstown",Dublin 20,Dublin,191000,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19/12/2016,"Ashley Hall St Edmunds, Lucan, Co. Dublin, Ireland",APPROXIMATE,53.3550785,-6.4066349,,"establishment,lodging,point_of_interest",South Dublin,Lucan-Esker,3015,Dublin,267100092
182480,2016,"9 BELLTREE WALK, BELLTREE, CLONGRIFFIN,Dublin,Ireland",28/07/2016,"9 BELLTREE WALK, BELLTREE, CLONGRIFFIN",Dublin 13,Dublin,242290.74,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28/07/2016,,,NA,NA,,,NA,NA,NA,NA,NA
182494,2016,"9 BRACKEN VIEW, CARPENTERSTOWN ROAD, CASTLEKNOCK,Dublin,Ireland",10/06/2016,"9 BRACKEN VIEW, CARPENTERSTOWN ROAD, CASTLEKNOCK",Dublin 15,Dublin,246695,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10/06/2016,"15 Bracken's Ln, Carpenterstown, Dublin, Ireland",APPROXIMATE,53.3739884,-6.3767821,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040025
182510,2016,"9 Belarmine Grove, Belarmine Woods, Stepaside,Dublin,Ireland",17/11/2016,"9 Belarmine Grove, Belarmine Woods, Stepaside",Dublin 18,Dublin,361233,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17/11/2016,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",APPROXIMATE,53.2582737,-6.2162705,,"establishment,point_of_interest",Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092044
182514,2016,"9 Bracken Drive Park, Carpenterstown Road, Castleknock,Dublin,Ireland",17/10/2016,"9 Bracken Drive Park, Carpenterstown Road, Castleknock",Dublin 15,Dublin,546255.49,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17/10/2016,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",APPROXIMATE,53.372572,-6.3770713,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040025
182622,2016,"9 Churchfield, 59/60 Clontarf Road, Clontarf,Dublin,Ireland",16/11/2016,"9 Churchfield, 59/60 Clontarf Road, Clontarf",Dublin 3,Dublin,572687,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16/11/2016,,,NA,NA,,,NA,NA,NA,NA,NA
182659,2016,"9 Diswellstown Chase, Hamilton Park, Castleknock,Dublin,Ireland",19/08/2016,"9 Diswellstown Chase, Hamilton Park, Castleknock",Dublin 15,Dublin,374449,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19/08/2016,"Diswellstown Rd, Carpenterstown, Dublin, Ireland",APPROXIMATE,53.3702678,-6.3842596,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040042
182660,2016,"9 Diswellstown Close, Hamilton Park, Castleknock,Dublin,Ireland",27/05/2016,"9 Diswellstown Close, Hamilton Park, Castleknock",Dublin 15,Dublin,370044,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27/05/2016,"Diswellstown Rd, Carpenterstown, Dublin, Ireland",APPROXIMATE,53.3702678,-6.3842596,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040042
182662,2016,"9 Diswellstown Manor, Castleknock, Dublin 15,Dublin,Ireland",09/05/2016,"9 Diswellstown Manor, Castleknock, Dublin 15",Dublin 15,Dublin,422907.48,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,09/05/2016,"9 Castleknock Manor, Ashtown, Dublin 15, D15 HX2H, Ireland",ROOFTOP,53.3783168,-6.3540634,D15 HX2H,street_address,Fingal,Castleknock-Park,4017,Dublin,267041011
182663,2016,"9 Diswellstown Way, Diswellstown, Dublin 15,Dublin,Ireland",30/03/2016,"9 Diswellstown Way, Diswellstown, Dublin 15",Dublin 15,Dublin,431700,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30/03/2016,"9 Diswellstown Rd, Dublin, Ireland",RANGE_INTERPOLATED,53.3728865,-6.3997346,,street_address,Fingal,Castleknock-Knockmaroon,4016,Dublin,267040039
182703,2016,"9 Fairhaven Avenue, Castleknock Road, Dublin 15,Dublin,Ireland",01/03/2016,"9 Fairhaven Avenue, Castleknock Road, Dublin 15",Dublin 15,Dublin,414096.92,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,01/03/2016,"Castleknock Rd, Dublin, Ireland",APPROXIMATE,53.3709359,-6.340657,,"establishment,point_of_interest",Fingal,Castleknock-Park,4017,Dublin,267041014
182781,2016,"9 Heathfield Park, Cappagh Road, Finglas,Dublin,Ireland",25/02/2016,"9 Heathfield Park, Cappagh Road, Finglas",Dublin 11,Dublin,195122,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25/02/2016,"9 Heathfield Crescent, Heathfield View, Kildonan, Baile Átha Cliath 11, D11 Y09C, Ireland",ROOFTOP,53.3949734,-6.3217837,D11 Y09C,street_address,Fingal,The Ward,4041,Dublin,267158009
182782,2016,"9 Hersil Wood, Knocklyon, Dublin 16,Dublin,Ireland",20/09/2016,"9 Hersil Wood, Knocklyon, Dublin 16",Dublin 16,Dublin,497798,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/09/2016,,,NA,NA,,,NA,NA,NA,NA,NA
182785,2016,"9 Hollywoodrath Avenue, Hollystown,Dublin,Ireland",28/07/2016,"9 Hollywoodrath Avenue, Hollystown",Dublin 15,Dublin,253304,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28/07/2016,,,NA,NA,,,NA,NA,NA,NA,NA
182811,2016,"9 King Street, Clongriffin,Dublin,Ireland",29/04/2016,"9 King Street, Clongriffin",Dublin 13,Dublin,277533,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29/04/2016,"King St, Grange, Dublin, Ireland",GEOMETRIC_CENTER,53.4056798,-6.1551722,,route,Dublin City,Grange B,2060,Dublin,268072013/01
182937,2016,"9 Oxmanstown Lofts, Coke Lane, Dublin 7,Dublin,Ireland",15/07/2016,"9 Oxmanstown Lofts, Coke Lane, Dublin 7",Dublin 7,Dublin,325991.18,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15/07/2016,,,NA,NA,,,NA,NA,NA,NA,NA
182960,2016,"9 Park Terrace North, Belltree, Clongriffin,Dublin,Ireland",19/05/2016,"9 Park Terrace North, Belltree, Clongriffin",Dublin 13,Dublin,242290.74,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19/05/2016,,,NA,NA,,,NA,NA,NA,NA,NA
182961,2016,"9 Parkside Avenue, Malahide Road,Dublin,Ireland",04/04/2016,"9 Parkside Avenue, Malahide Road",Dublin 13,Dublin,273127,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,04/04/2016,"9 Parkside Mews, Donaghmede, Dublin, Ireland",RANGE_INTERPOLATED,53.4075626,-6.1678906,,street_address,Dublin City,Grange A,2059,Dublin,268071024
182965,2016,"9 Phelan Avenue, Royal Canal Park, Rathoath Road,Dublin,Ireland",20/06/2016,"9 Phelan Avenue, Royal Canal Park, Rathoath Road",Dublin 15,Dublin,302750,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,20/06/2016,"Royal Canal Park, Dublin, Co. Dublin, Ireland",APPROXIMATE,53.3770924,-6.3179312,,"establishment,point_of_interest",Dublin City,Ashtown A,2006,Dublin,268006025
183068,2016,"9 Sion Hill Park, Sion Hill Road, Drumcondra,Dublin,Ireland",17/10/2016,"9 Sion Hill Park, Sion Hill Road, Drumcondra",Dublin 9,Dublin,427312,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17/10/2016,"9 Sion Hill Rd, Grace Park, Dublin 9, Ireland",APPROXIMATE,53.3759107,-6.2376947,,"establishment,point_of_interest",Dublin City,Grace Park,2058,Dublin,268070002
183072,2016,"9 TAPTON, MURPHYSTOWN ROAD, SANDYFORD,Dublin,Ireland",02/05/2016,"9 TAPTON, MURPHYSTOWN ROAD, SANDYFORD",Dublin 18,Dublin,365639,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,02/05/2016,"Tapton House, Murphystown Rd, Carmanhall and Leopardstown, Dublin 18, Ireland",ROOFTOP,53.2655634,-6.2119668,,premise,Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092046
183167,2016,"9 The Avenue, Scholarstown Wood, Rathfarnham,Dublin,Ireland",13/12/2016,"9 The Avenue, Scholarstown Wood, Rathfarnham",Dublin 16,Dublin,400881.05,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,13/12/2016,,,NA,NA,,,NA,NA,NA,NA,NA
183206,2016,"9 WENDOVER, BEECHPARK AVENUE, CASTLEKNOCK,Dublin,Ireland",16/12/2016,"9 WENDOVER, BEECHPARK AVENUE, CASTLEKNOCK",Dublin 15,Dublin,524230,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16/12/2016,,,NA,NA,,,NA,NA,NA,NA,NA
183241,2016,"9 barnwell walk, hansfield,Dublin,Ireland",22/02/2016,"9 barnwell walk, hansfield",Dublin 15,Dublin,251101,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22/02/2016,"9 Barnwell Rd, Hansfield, Dublin 15, D15 N52P, Ireland",ROOFTOP,53.3910336,-6.4432232,D15 N52P,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
183244,2016,"9 phelan drive west, royal canal park, ashtown,Dublin,Ireland",12/05/2016,"9 phelan drive west, royal canal park, ashtown",Dublin 15,Dublin,273127,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12/05/2016,"Royal Canal, Ireland",APPROXIMATE,53.4004072,-6.5993113,,"establishment,natural_feature",Meath,Rodanstown,11017,Mid-East,167079004
183264,2016,"90 Diswellstown Manor, Castleknock,Dublin,Ireland",29/09/2016,"90 Diswellstown Manor, Castleknock",Dublin 15,Dublin,444934,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29/09/2016,"Porterstown, Castleknock Golf Club, Co. Dublin, Ireland",APPROXIMATE,53.3670659,-6.3855459,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040042
183307,2016,"91  diswellstown manor, castleknock, dublin,Dublin,Ireland",01/11/2016,"91  diswellstown manor, castleknock, dublin",Dublin 7,Dublin,370044,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,01/11/2016,"Porterstown, Castleknock Golf Club, Co. Dublin, Ireland",APPROXIMATE,53.3670659,-6.3855459,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040042
183506,2016,"94 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1,Dublin,Ireland",06/10/2016,"94 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,420000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06/10/2016,"Spencer Dock, North Dock, Dublin, Ireland",APPROXIMATE,53.3500825,-6.2386855,,"establishment,point_of_interest",Dublin City,North Dock B,2077,Dublin,268108017/01
183709,2016,"98 Diswellstown Manor, Castleknock,Dublin,Ireland",07/09/2016,"98 Diswellstown Manor, Castleknock",Dublin 15,Dublin,629956,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,07/09/2016,"Porterstown, Castleknock Golf Club, Co. Dublin, Ireland",APPROXIMATE,53.3670659,-6.3855459,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040042
183717,2016,"98 Hampton Wood Ave, Hampton Wood, Dublin 11,Dublin,Ireland",18/11/2016,"98 Hampton Wood Ave, Hampton Wood, Dublin 11",Dublin 11,Dublin,164758,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18/11/2016,"11 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 HR99, Ireland",ROOFTOP,53.4058108,-6.2912464,D11 HR99,street_address,Dublin City,Ballymun A,2015,Dublin,268015009
183768,2016,"99 Diswellstown Manor, Castleknock, dublin 15,Dublin,Ireland",09/08/2016,"99 Diswellstown Manor, Castleknock, dublin 15",Dublin 15,Dublin,618000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,09/08/2016,"Porterstown, Castleknock Golf Club, Co. Dublin, Ireland",APPROXIMATE,53.3670659,-6.3855459,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040042
183811,2016,"9A, Riverside Cottages, Templeogue Villare,Dublin,Ireland",26/01/2016,"9A, Riverside Cottages, Templeogue Villare",Dublin 6w,Dublin,792951.54,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,26/01/2016,"9A Riverside Cottages, Templeogue, Dublin 6W, Co. Dublin, Ireland",ROOFTOP,53.297816,-6.3017766,,street_address,South Dublin,Templeogue Village,3046,Dublin,267154001
183815,2016,"9B Riverside Cottages, Templeogue, Dublin 6W,Dublin,Ireland",22/04/2016,"9B Riverside Cottages, Templeogue, Dublin 6W",Dublin 6w,Dublin,793000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,22/04/2016,"9 Riverside Cottages, Templeogue, Dublin 6W, Co. Dublin, D6W XW74, Ireland",ROOFTOP,53.297349,-6.3013201,D6W XW74,street_address,South Dublin,Templeogue Village,3046,Dublin,267154001
184141,2016,"APARTMENT 344, TRIMBLESTON, GOATSTOWN,Dublin,Ireland",22/11/2016,"APARTMENT 344, TRIMBLESTON, GOATSTOWN",Dublin 14,Dublin,387665,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22/11/2016,"Trimbleston, Goatstown Rd, Friarland, Dublin 14, Ireland",ROOFTOP,53.2983908,-6.2315228,,premise,Dn Laoghaire-Rathdown,Clonskeagh-Roebuck,5030,Dublin,267058010
184436,2016,"APT 1, OXMANSTOWN LOFTS, COKE LANE,Dublin,Ireland",10/08/2016,"APT 1, OXMANSTOWN LOFTS, COKE LANE",Dublin 7,Dublin,281938.31,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10/08/2016,,,NA,NA,,,NA,NA,NA,NA,NA
184828,2016,"APT 2 GARRYKNOCK  BRACKEN PARK, CARPENTERSTOWN ROAD, CASTLEKNOCK,Dublin,Ireland",18/08/2016,"APT 2 GARRYKNOCK  BRACKEN PARK, CARPENTERSTOWN ROAD, CASTLEKNOCK",Dublin 15,Dublin,242291,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18/08/2016,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",APPROXIMATE,53.372572,-6.3770713,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040025
184996,2016,"APT 23  GARRYKNOCK  BRACKEN PARK, CARPENTERSTOWN ROAD, CASTLEKNOCK,Dublin,Ireland",23/09/2016,"APT 23  GARRYKNOCK  BRACKEN PARK, CARPENTERSTOWN ROAD, CASTLEKNOCK",Dublin 15,Dublin,255506.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,23/09/2016,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",APPROXIMATE,53.372572,-6.3770713,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040025
185503,2016,"APT 5 WATERMINT, OLD BRAY RD, CABINTEELY,Dublin,Ireland",24/11/2016,"APT 5 WATERMINT, OLD BRAY RD, CABINTEELY",Dublin 18,Dublin,302000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24/11/2016,,,NA,NA,,,NA,NA,NA,NA,NA
185717,2016,"APT 7 SARSFIELD QUAY APTS, LIFFEY ST WEST, DUBLIN 7,Dublin,Ireland",31/05/2016,"APT 7 SARSFIELD QUAY APTS, LIFFEY ST WEST, DUBLIN 7",Dublin 7,Dublin,140000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,31/05/2016,"7, Sarsfield Quay Apartments, Liffey St W, Arbour Hill, Dublin 7, Ireland",ROOFTOP,53.3473093,-6.284353,,subpremise,Dublin City,Arran Quay C,2003,Dublin,268003016
185784,2016,"APT 8 SUTTON CASTLE, SHIELMARTIN RD, SUTTON,Dublin,Ireland",31/05/2016,"APT 8 SUTTON CASTLE, SHIELMARTIN RD, SUTTON",Dublin 13,Dublin,1140000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,31/05/2016,"8, Sutton Castle, Shielmartin Rd, Sutton South, Dublin 13, Ireland",ROOFTOP,53.3718809,-6.0940571,,subpremise,Fingal,Howth,4024,Dublin,267095007
186361,2016,"Apartment 1, 51 Powers Court, Lower Mount Street,Dublin,Ireland",28/01/2016,"Apartment 1, 51 Powers Court, Lower Mount Street",Dublin 2,Dublin,575770.92,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28/01/2016,,,NA,NA,,,NA,NA,NA,NA,NA
186362,2016,"Apartment 1, 55 Percy Place, Dublin 4,Dublin,Ireland",22/09/2016,"Apartment 1, 55 Percy Place, Dublin 4",Dublin 4,Dublin,660792.95,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22/09/2016,"1 Percy Pl, Dublin 4, D04 R9D0, Ireland",ROOFTOP,53.3371652,-6.240035,D04 R9D0,street_address,Dublin City,Pembroke West C,2132,Dublin,268117002
186368,2016,"Apartment 10, 55 Percy Place, Dublin 4,Dublin,Ireland",22/09/2016,"Apartment 10, 55 Percy Place, Dublin 4",Dublin 4,Dublin,1145374,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22/09/2016,"10, 55 Percy Pl, Dublin, D04 X0C1, Ireland",ROOFTOP,53.3349269,-6.2431778,D04 X0C1,subpremise,Dublin City,Pembroke West C,2132,Dublin,268117001
186374,2016,"Apartment 104  Creston Avenue, Sr. Margaret's Road, Finglas,Dublin,Ireland",05/02/2016,"Apartment 104  Creston Avenue, Sr. Margaret's Road, Finglas",Dublin 11,Dublin,162995,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,05/02/2016,"Mayeston Hall, Dublin 11, Ireland",APPROXIMATE,53.4064519,-6.2883377,,"establishment,point_of_interest",Fingal,Dubber,4020,Dublin,267066017
186377,2016,"Apartment 11, 55 Percy Place, Dublin 4,Dublin,Ireland",11/08/2016,"Apartment 11, 55 Percy Place, Dublin 4",Dublin 5,Dublin,947136.56,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11/08/2016,"11 Percy Pl, Dublin 4, D04 YP90, Ireland",ROOFTOP,53.3369435,-6.2403848,D04 YP90,street_address,Dublin City,Pembroke West C,2132,Dublin,268117002
186380,2016,"Apartment 12  55 Percy Place, Dublin,Dublin,Ireland",29/07/2016,"Apartment 12  55 Percy Place, Dublin",Dublin 4,Dublin,1250000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29/07/2016,"12 Percy French Rd, Walkinstown, Dublin 12, D12 NC2R, Ireland",ROOFTOP,53.3195916,-6.3218347,D12 NC2R,street_address,Dublin City,Walkinstown C,2160,Dublin,268156005
186392,2016,"Apartment 16 Garryknock, Bracken Park, Carpentersown Road,Dublin,Ireland",09/09/2016,"Apartment 16 Garryknock, Bracken Park, Carpentersown Road",Dublin 15,Dublin,220264.31,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,09/09/2016,"Carpenterstown Road, Carpenterstown, Castleknock, Co. Dublin, Ireland",APPROXIMATE,53.372572,-6.3770713,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040025
186420,2016,"Apartment 18 Sundayswell, Carpenterstown Road, Castleknock,Dublin,Ireland",21/06/2016,"Apartment 18 Sundayswell, Carpenterstown Road, Castleknock",Dublin 15,Dublin,317181,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,21/06/2016,"Carpenterstown Road, Castleknock, Dublin, Ireland",APPROXIMATE,53.3700453,-6.3751333,,"establishment,point_of_interest",Fingal,Castleknock-Knockmaroon,4016,Dublin,267040053
186421,2016,"Apartment 18 Temple Hall, Mount Saint Anne's, Milltown,Dublin,Ireland",19/10/2016,"Apartment 18 Temple Hall, Mount Saint Anne's, Milltown",Dublin 6,Dublin,566079,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19/10/2016,"18, Temple Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",ROOFTOP,53.312273,-6.2491832,,subpremise,Dublin City,Rathmines East B,2135,Dublin,268129012/268129013
186443,2016,"Apartment 2  55 Percy Place, Dublin,Dublin,Ireland",29/07/2016,"Apartment 2  55 Percy Place, Dublin",Dublin 4,Dublin,825000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29/07/2016,"2 Percy French Rd, Walkinstown, Dublin 12, D12 R9C1, Ireland",ROOFTOP,53.31835,-6.3223792,D12 R9C1,street_address,Dublin City,Walkinstown C,2160,Dublin,268156004
